5.060309117911310750e+02,-1.090581032952899250e+03
4.876606779681874855e+02,-9.472734859033080284e+02
3.328572645998823418e+02,-1.086540783534591128e+03
4.917947332963451004e+02,-9.912922836558739164e+02
4.512343738766983279e+02,-8.701492161864941863e+02
4.112350087395332707e+02,-1.002548270996239694e+03
3.987739704762041129e+02,-7.783794451474111611e+02
3.431942488218085145e+02,-1.006121102794261560e+03
4.416203567271304564e+02,-9.356686927886609055e+02
4.417598584104296719e+02,-8.886457369456984452e+02
6.064671961505509898e+02,-1.031205449376806882e+03
3.097584238691819110e+02,-8.552637218629454310e+02
4.991534694964054779e+02,-8.521538245368697062e+02
3.897100569476645546e+02,-1.009832230797144234e+03
3.958401508859439559e+02,-7.486579723176207608e+02
3.129137793018985576e+02,-1.134858528722129449e+03
2.571439914207940092e+02,-9.369415880649623887e+02
4.300498384877491844e+02,-1.023533592632227624e+03
5.392243185242929258e+02,-1.030359948096508560e+03
3.611511398188112594e+02,-9.466397646925768186e+02
5.296481428364132853e+02,-1.113215411708603142e+03
4.673001641311848289e+02,-8.318634296860408313e+02
3.686264936069405849e+02,-1.105765224825391670e+03
4.690593995172828272e+02,-9.380934724497270736e+02
3.678799352225419170e+02,-1.089331751030729720e+03
4.729137307773346492e+02,-9.119293089170120084e+02
4.980835082666793596e+02,-8.584328875266703562e+02
3.307077703603471832e+02,-1.127277506926071510e+03
3.543897049307700513e+02,-8.433247011926955565e+02
2.645355688223208972e+02,-1.051619999887802123e+03
4.968793874683080389e+02,-9.768424150240579138e+02
3.480364738351610754e+02,-1.006395131542168542e+03
4.162009741966368210e+02,-9.566876696994490885e+02
4.496489661787680348e+02,-1.097702504081951474e+03
4.486538847024232837e+02,-1.020331309779890375e+03
2.501725400419009588e+02,-7.981136480494897114e+02
2.810780326174166248e+02,-1.032237590733843263e+03
5.155745232576108492e+02,-7.493416888754920819e+02
5.450695839537470420e+02,-1.064937775768798247e+03
3.265478266869524191e+02,-1.164016554303207840e+03
3.421349382676817186e+02,-1.106325696767353520e+03
4.444139968357529256e+02,-9.841935460193748213e+02
2.475296740868395204e+02,-9.176759170161606107e+02
3.732511053012852358e+02,-1.012153255233836717e+03
3.661842960325004128e+02,-1.001069472061216629e+03
4.858633165841297341e+02,-9.474491992621178724e+02
4.391983418260393819e+02,-1.004694114049143877e+03
3.404172368611414186e+02,-9.408030140067477305e+02
5.941871752693523376e+02,-1.098255674298999793e+03
4.787044824741829530e+02,-1.030326987316844452e+03
2.339150526297536885e+02,-1.215744695423938992e+03
4.677959299205570574e+02,-9.798268025855270480e+02
5.390295017937089597e+02,-9.035121625371275513e+02
